actual,city,contract_type,disagreement_bucket,eligibility_class,event_date,event_key,lead_time_bucket,market_bucket,market_prob,market_ticker,model_prob,partition,probability_bucket,profit_loss,stake,station_bucket,strategy_version,trade_id,uncertainty_bucket
1.0,Dallas,threshold,10-19pp,RESEARCH_ONLY,2026-08-09,Dallas|2026-08-09|low,2-3d,0.20-0.39,0.21,KXLOWTDAL-26AUG08-T81,0.388461,development,30-39%,37.619048,10.0,Dallas|station_verified=True,v3.0,213,6F+
0.0,Los Angeles,range,20pp+,RESEARCH_ONLY,2026-08-09,Los Angeles|2026-08-09|low,2-3d,0.40-0.59,0.46,KXLOWTLAX-26AUG08-B67.5,0.9379,development,90-100%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,214,6F+
0.0,Los Angeles,threshold,20pp+,RESEARCH_ONLY,2026-08-09,Los Angeles|2026-08-09|low,2-3d,<0.20,0.02,KXLOWTLAX-26AUG08-T61,0.23679,development,20-29%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,215,6F+
1.0,New York City,range,20pp+,RESEARCH_ONLY,2026-08-09,New York City|2026-08-09|low,2-3d,0.60-0.79,0.72,KXLOWTNYC-26AUG08-B73.5,0.9342,development,90-100%,3.888889,10.0,New York City|station_verified=True,v3.0,216,6F+
1.0,New York City,range,20pp+,RESEARCH_ONLY,2026-08-09,New York City|2026-08-09|low,2-3d,0.40-0.59,0.59,KXLOWTNYC-26AUG08-B75.5,0.9404,development,90-100%,6.949153,10.0,New York City|station_verified=True,v3.0,217,6F+
0.0,New York City,threshold,20pp+,RESEARCH_ONLY,2026-08-09,New York City|2026-08-09|low,2-3d,<0.20,0.06,KXLOWTNYC-26AUG08-T69,0.268727,development,20-29%,-10.0,10.0,New York City|station_verified=True,v3.0,218,6F+
0.0,New York City,threshold,10-19pp,RESEARCH_ONLY,2026-08-09,New York City|2026-08-09|low,2-3d,<0.20,0.17,KXLOWTNYC-26AUG08-T76,0.29116,development,20-29%,-10.0,10.0,New York City|station_verified=True,v3.0,219,6F+
0.0,Denver,range,20pp+,RESEARCH_ONLY,2026-08-09,Denver|2026-08-09|high,2-3d,0.40-0.59,0.49,KXHIGHDEN-26AUG08-B100.5,0.9336,development,90-100%,-10.0,10.0,Denver|station_verified=True,v3.0,220,6F+
1.0,Denver,range,10-19pp,RESEARCH_ONLY,2026-08-09,Denver|2026-08-09|high,2-3d,0.80-1.00,0.83,KXHIGHDEN-26AUG08-B102.5,0.9379,development,90-100%,2.048193,10.0,Denver|station_verified=True,v3.0,221,6F+
1.0,Denver,range,20pp+,RESEARCH_ONLY,2026-08-09,Denver|2026-08-09|high,2-3d,0.60-0.79,0.71,KXHIGHDEN-26AUG08-B98.5,0.9365,development,90-100%,4.084507,10.0,Denver|station_verified=True,v3.0,222,6F+
0.0,Denver,threshold,20pp+,RESEARCH_ONLY,2026-08-09,Denver|2026-08-09|high,2-3d,<0.20,0.03,KXHIGHDEN-26AUG08-T103,0.326355,development,30-39%,-10.0,10.0,Denver|station_verified=True,v3.0,223,6F+
0.0,Denver,threshold,20pp+,RESEARCH_ONLY,2026-08-09,Denver|2026-08-09|high,2-3d,<0.20,0.03,KXHIGHDEN-26AUG08-T96,0.23679,development,20-29%,-10.0,10.0,Denver|station_verified=True,v3.0,224,6F+
1.0,Minneapolis,range,20pp+,RESEARCH_ONLY,2026-08-09,Minneapolis|2026-08-09|high,2-3d,0.60-0.79,0.64,KXHIGHTMIN-26AUG08-B82.5,0.9434,development,90-100%,5.625,10.0,Minneapolis|station_verified=True,v3.0,225,6F+
1.0,Minneapolis,range,20pp+,RESEARCH_ONLY,2026-08-09,Minneapolis|2026-08-09|high,2-3d,0.60-0.79,0.73,KXHIGHTMIN-26AUG08-B84.5,0.9557,development,90-100%,3.69863,10.0,Minneapolis|station_verified=True,v3.0,226,6F+
1.0,Minneapolis,threshold,20pp+,RESEARCH_ONLY,2026-08-09,Minneapolis|2026-08-09|high,2-3d,0.20-0.39,0.21,KXHIGHTMIN-26AUG08-T82,0.68557,development,60-69%,37.619048,10.0,Minneapolis|station_verified=True,v3.0,227,6F+
1.0,Denver,range,10-19pp,RESEARCH_ONLY,2026-08-09,Denver|2026-08-09|low,2-3d,0.60-0.79,0.75,KXLOWTDEN-26AUG08-B64.5,0.9456,development,90-100%,3.333333,10.0,Denver|station_verified=True,v3.0,228,6F+
0.0,Denver,range,20pp+,RESEARCH_ONLY,2026-08-09,Denver|2026-08-09|low,2-3d,0.60-0.79,0.66,KXLOWTDEN-26AUG08-B66.5,0.9365,development,90-100%,-10.0,10.0,Denver|station_verified=True,v3.0,229,6F+
1.0,Denver,range,10-19pp,RESEARCH_ONLY,2026-08-09,Denver|2026-08-09|low,2-3d,0.80-1.00,0.82,KXLOWTDEN-26AUG08-B68.5,0.9336,development,90-100%,2.195122,10.0,Denver|station_verified=True,v3.0,230,6F+
0.0,Denver,threshold,20pp+,RESEARCH_ONLY,2026-08-09,Denver|2026-08-09|low,2-3d,<0.20,0.09,KXLOWTDEN-26AUG08-T69,0.453562,development,40-49%,-10.0,10.0,Denver|station_verified=True,v3.0,231,6F+
1.0,Houston,range,10-19pp,RESEARCH_ONLY,2026-08-09,Houston|2026-08-09|low,2-3d,0.60-0.79,0.76,KXLOWTHOU-26AUG08-B76.5,0.9345,development,90-100%,3.157895,10.0,Houston|station_verified=True,v3.0,232,6F+
0.0,Houston,range,20pp+,RESEARCH_ONLY,2026-08-09,Houston|2026-08-09|low,2-3d,0.40-0.59,0.58,KXLOWTHOU-26AUG08-B78.5,0.9345,development,90-100%,-10.0,10.0,Houston|station_verified=True,v3.0,233,6F+
0.0,Houston,threshold,10-19pp,RESEARCH_ONLY,2026-08-09,Houston|2026-08-09|low,2-3d,<0.20,0.02,KXLOWTHOU-26AUG08-T72,0.179659,development,10-19%,-10.0,10.0,Houston|station_verified=True,v3.0,234,6F+
0.0,Houston,threshold,10-19pp,RESEARCH_ONLY,2026-08-09,Houston|2026-08-09|low,2-3d,0.20-0.39,0.22,KXLOWTHOU-26AUG08-T79,0.401294,development,40-49%,-10.0,10.0,Houston|station_verified=True,v3.0,235,6F+
0.0,Oklahoma City,range,10-19pp,RESEARCH_ONLY,2026-08-08,Oklahoma City|2026-08-08|low,0-1d,0.60-0.79,0.78,KXLOWTOKC-26AUG07-B70.5,0.9732,development,90-100%,-10.0,10.0,Oklahoma City|station_verified=True,v3.0,236,6F+
1.0,Oklahoma City,range,20pp+,RESEARCH_ONLY,2026-08-09,Oklahoma City|2026-08-09|low,2-3d,0.60-0.79,0.74,KXLOWTOKC-26AUG08-B70.5,0.9511,development,90-100%,3.513514,10.0,Oklahoma City|station_verified=True,v3.0,237,6F+
1.0,Oklahoma City,range,20pp+,RESEARCH_ONLY,2026-08-09,Oklahoma City|2026-08-09|low,2-3d,0.60-0.79,0.67,KXLOWTOKC-26AUG08-B72.5,0.94,development,90-100%,4.925373,10.0,Oklahoma City|station_verified=True,v3.0,238,6F+
0.0,Oklahoma City,threshold,20pp+,RESEARCH_ONLY,2026-08-09,Oklahoma City|2026-08-09|low,2-3d,<0.20,0.06,KXLOWTOKC-26AUG08-T75,0.513296,development,50-59%,-10.0,10.0,Oklahoma City|station_verified=True,v3.0,239,6F+
0.0,Denver,threshold,10-19pp,RESEARCH_ONLY,2026-08-08,Denver|2026-08-08|low,0-1d,<0.20,0.01,KXLOWTDEN-26AUG07-T58,0.121673,development,10-19%,-10.0,10.0,Denver|station_verified=True,v3.0,240,6F+
0.0,New York City,range,20pp+,RESEARCH_ONLY,2026-08-08,New York City|2026-08-08|low,0-1d,0.20-0.39,0.28,KXLOWTNYC-26AUG07-B71.5,0.9351,development,90-100%,-10.0,10.0,New York City|station_verified=True,v3.0,241,6F+
0.0,New York City,range,10-19pp,RESEARCH_ONLY,2026-08-09,New York City|2026-08-09|low,2-3d,0.80-1.00,0.83,KXLOWTNYC-26AUG08-B71.5,0.9337,development,90-100%,-10.0,10.0,New York City|station_verified=True,v3.0,242,6F+
1.0,Oklahoma City,range,10-19pp,RESEARCH_ONLY,2026-08-09,Oklahoma City|2026-08-09|low,2-3d,0.80-1.00,0.83,KXLOWTOKC-26AUG08-B74.5,0.9517,development,90-100%,2.048193,10.0,Oklahoma City|station_verified=True,v3.0,243,6F+
1.0,Miami,range,10-19pp,RESEARCH_ONLY,2026-08-09,Miami|2026-08-09|high,0-1d,0.80-1.00,0.84,KXHIGHMIA-26AUG08-B89.5,0.9429,development,90-100%,1.904762,10.0,Miami|station_verified=True,v3.0,244,6F+
0.0,Minneapolis,threshold,10-19pp,RESEARCH_ONLY,2026-08-09,Minneapolis|2026-08-09|high,0-1d,<0.20,0.02,KXHIGHTMIN-26AUG08-T89,0.216716,development,20-29%,-10.0,10.0,Minneapolis|station_verified=True,v3.0,245,6F+
1.0,Chicago,range,20pp+,RESEARCH_ONLY,2026-08-10,Chicago|2026-08-10|high,2-3d,0.60-0.79,0.74,KXHIGHCHI-26AUG09-B83.5,0.9617,development,90-100%,3.513514,10.0,Chicago|station_verified=True,v3.0,246,6F+
0.0,Chicago,range,10-19pp,RESEARCH_ONLY,2026-08-10,Chicago|2026-08-10|high,2-3d,0.60-0.79,0.78,KXHIGHCHI-26AUG09-B85.5,0.9486,development,90-100%,-10.0,10.0,Chicago|station_verified=True,v3.0,247,6F+
1.0,Chicago,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Chicago|2026-08-10|high,2-3d,0.60-0.79,0.62,KXHIGHCHI-26AUG09-T83,0.9032,development,90-100%,6.129032,10.0,Chicago|station_verified=True,v3.0,248,6F+
0.0,Chicago,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Chicago|2026-08-10|high,2-3d,<0.20,0.02,KXHIGHCHI-26AUG09-T90,0.42074,development,40-49%,-10.0,10.0,Chicago|station_verified=True,v3.0,249,6F+
0.0,Denver,range,20pp+,RESEARCH_ONLY,2026-08-10,Denver|2026-08-10|high,2-3d,0.60-0.79,0.6,KXHIGHDEN-26AUG09-B96.5,0.9387,development,90-100%,-10.0,10.0,Denver|station_verified=True,v3.0,250,6F+
1.0,Denver,range,20pp+,RESEARCH_ONLY,2026-08-10,Denver|2026-08-10|high,2-3d,0.60-0.79,0.7,KXHIGHDEN-26AUG09-B98.5,0.9337,development,90-100%,4.285714,10.0,Denver|station_verified=True,v3.0,251,6F+
0.0,Denver,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Denver|2026-08-10|high,2-3d,<0.20,0.03,KXHIGHDEN-26AUG09-T101,0.363169,development,30-39%,-10.0,10.0,Denver|station_verified=True,v3.0,252,6F+
0.0,Denver,threshold,10-19pp,RESEARCH_ONLY,2026-08-10,Denver|2026-08-10|high,2-3d,<0.20,0.03,KXHIGHDEN-26AUG09-T94,0.207059,development,20-29%,-10.0,10.0,Denver|station_verified=True,v3.0,253,6F+
1.0,Los Angeles,range,10-19pp,RESEARCH_ONLY,2026-08-10,Los Angeles|2026-08-10|high,2-3d,0.60-0.79,0.78,KXHIGHLAX-26AUG09-B77.5,0.9557,development,90-100%,2.820513,10.0,Los Angeles|station_verified=True,v3.0,254,6F+
0.0,Los Angeles,range,20pp+,RESEARCH_ONLY,2026-08-10,Los Angeles|2026-08-10|high,2-3d,0.40-0.59,0.45,KXHIGHLAX-26AUG09-B79.5,0.9434,development,90-100%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,255,6F+
0.0,Los Angeles,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Los Angeles|2026-08-10|high,2-3d,<0.20,0.02,KXHIGHLAX-26AUG09-T82,0.559618,development,50-59%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,256,6F+
0.0,Miami,range,20pp+,RESEARCH_ONLY,2026-08-10,Miami|2026-08-10|high,2-3d,0.40-0.59,0.5,KXHIGHMIA-26AUG09-B91.5,0.9347,development,90-100%,-10.0,10.0,Miami|station_verified=True,v3.0,257,6F+
1.0,Miami,range,20pp+,RESEARCH_ONLY,2026-08-10,Miami|2026-08-10|high,2-3d,0.60-0.79,0.69,KXHIGHMIA-26AUG09-B93.5,0.9343,development,90-100%,4.492754,10.0,Miami|station_verified=True,v3.0,258,6F+
0.0,Miami,threshold,10-19pp,RESEARCH_ONLY,2026-08-10,Miami|2026-08-10|high,2-3d,<0.20,0.03,KXHIGHMIA-26AUG09-T87,0.135666,development,10-19%,-10.0,10.0,Miami|station_verified=True,v3.0,259,6F+
0.0,Miami,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Miami|2026-08-10|high,2-3d,<0.20,0.04,KXHIGHMIA-26AUG09-T94,0.344578,development,30-39%,-10.0,10.0,Miami|station_verified=True,v3.0,260,6F+
1.0,Boston,range,20pp+,RESEARCH_ONLY,2026-08-10,Boston|2026-08-10|high,2-3d,0.60-0.79,0.71,KXHIGHTBOS-26AUG09-B91.5,0.981,development,90-100%,4.084507,10.0,Boston|station_verified=True,v3.0,261,6F+
1.0,Boston,range,20pp+,RESEARCH_ONLY,2026-08-10,Boston|2026-08-10|high,2-3d,0.60-0.79,0.69,KXHIGHTBOS-26AUG09-B93.5,0.9894,development,90-100%,4.492754,10.0,Boston|station_verified=True,v3.0,262,6F+
0.0,Boston,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Boston|2026-08-10|high,2-3d,<0.20,0.03,KXHIGHTBOS-26AUG09-T87,0.797672,development,70-79%,-10.0,10.0,Boston|station_verified=True,v3.0,263,6F+
1.0,Boston,threshold,10-19pp,RESEARCH_ONLY,2026-08-10,Boston|2026-08-10|high,2-3d,0.80-1.00,0.83,KXHIGHTBOS-26AUG09-T94,0.9772,development,90-100%,2.048193,10.0,Boston|station_verified=True,v3.0,264,6F+
0.0,Dallas,range,20pp+,RESEARCH_ONLY,2026-08-10,Dallas|2026-08-10|high,2-3d,0.60-0.79,0.61,KXHIGHTDAL-26AUG09-B100.5,0.9391,development,90-100%,-10.0,10.0,Dallas|station_verified=True,v3.0,265,6F+
1.0,Dallas,range,10-19pp,RESEARCH_ONLY,2026-08-10,Dallas|2026-08-10|high,2-3d,0.60-0.79,0.76,KXHIGHTDAL-26AUG09-B98.5,0.9498,development,90-100%,3.157895,10.0,Dallas|station_verified=True,v3.0,266,6F+
0.0,Dallas,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Dallas|2026-08-10|high,2-3d,<0.20,0.03,KXHIGHTDAL-26AUG09-T105,0.369441,development,30-39%,-10.0,10.0,Dallas|station_verified=True,v3.0,267,6F+
1.0,Houston,range,10-19pp,RESEARCH_ONLY,2026-08-10,Houston|2026-08-10|high,2-3d,0.80-1.00,0.82,KXHIGHTHOU-26AUG09-B90.5,0.9603,development,90-100%,2.195122,10.0,Houston|station_verified=True,v3.0,268,6F+
1.0,Houston,range,20pp+,RESEARCH_ONLY,2026-08-10,Houston|2026-08-10|high,2-3d,0.40-0.59,0.45,KXHIGHTHOU-26AUG09-B92.5,0.9474,development,90-100%,12.222222,10.0,Houston|station_verified=True,v3.0,269,6F+
0.0,Houston,range,10-19pp,RESEARCH_ONLY,2026-08-10,Houston|2026-08-10|high,2-3d,0.60-0.79,0.78,KXHIGHTHOU-26AUG09-B94.5,0.9375,development,90-100%,-10.0,10.0,Houston|station_verified=True,v3.0,270,6F+
0.0,Houston,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Houston|2026-08-10|high,2-3d,<0.20,0.02,KXHIGHTHOU-26AUG09-T97,0.473424,development,40-49%,-10.0,10.0,Houston|station_verified=True,v3.0,271,6F+
1.0,Minneapolis,range,10-19pp,RESEARCH_ONLY,2026-08-10,Minneapolis|2026-08-10|high,2-3d,0.80-1.00,0.8,KXHIGHTMIN-26AUG09-B80.5,0.9959,validation,90-100%,2.5,10.0,Minneapolis|station_verified=True,v3.0,272,6F+
1.0,Minneapolis,range,20pp+,RESEARCH_ONLY,2026-08-10,Minneapolis|2026-08-10|high,2-3d,0.60-0.79,0.7,KXHIGHTMIN-26AUG09-B82.5,0.9916,validation,90-100%,4.285714,10.0,Minneapolis|station_verified=True,v3.0,273,6F+
1.0,Minneapolis,range,20pp+,RESEARCH_ONLY,2026-08-10,Minneapolis|2026-08-10|high,2-3d,0.60-0.79,0.74,KXHIGHTMIN-26AUG09-B84.5,0.9843,validation,90-100%,3.513514,10.0,Minneapolis|station_verified=True,v3.0,274,6F+
0.0,Minneapolis,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Minneapolis|2026-08-10|high,2-3d,<0.20,0.04,KXHIGHTMIN-26AUG09-T87,0.900312,validation,90-100%,-10.0,10.0,Minneapolis|station_verified=True,v3.0,275,6F+
1.0,Oklahoma City,range,20pp+,RESEARCH_ONLY,2026-08-10,Oklahoma City|2026-08-10|high,2-3d,0.60-0.79,0.64,KXHIGHTOKC-26AUG09-B101.5,0.9603,validation,90-100%,5.625,10.0,Oklahoma City|station_verified=True,v3.0,276,6F+
0.0,Oklahoma City,range,20pp+,RESEARCH_ONLY,2026-08-10,Oklahoma City|2026-08-10|high,2-3d,0.60-0.79,0.72,KXHIGHTOKC-26AUG09-B103.5,0.9474,validation,90-100%,-10.0,10.0,Oklahoma City|station_verified=True,v3.0,277,6F+
1.0,Oklahoma City,range,10-19pp,RESEARCH_ONLY,2026-08-10,Oklahoma City|2026-08-10|high,2-3d,0.80-1.00,0.81,KXHIGHTOKC-26AUG09-B99.5,0.9732,validation,90-100%,2.345679,10.0,Oklahoma City|station_verified=True,v3.0,278,6F+
0.0,Oklahoma City,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Oklahoma City|2026-08-10|high,2-3d,<0.20,0.03,KXHIGHTOKC-26AUG09-T106,0.605137,validation,60-69%,-10.0,10.0,Oklahoma City|station_verified=True,v3.0,279,6F+
0.0,Phoenix,range,10-19pp,RESEARCH_ONLY,2026-08-10,Phoenix|2026-08-10|high,2-3d,0.60-0.79,0.78,KXHIGHTPHX-26AUG09-B110.5,0.948,validation,90-100%,-10.0,10.0,Phoenix|station_verified=True,v3.0,280,6F+
1.0,Phoenix,range,20pp+,RESEARCH_ONLY,2026-08-10,Phoenix|2026-08-10|high,2-3d,0.40-0.59,0.55,KXHIGHTPHX-26AUG09-B112.5,0.961,validation,90-100%,8.181818,10.0,Phoenix|station_verified=True,v3.0,281,6F+
1.0,Phoenix,range,10-19pp,RESEARCH_ONLY,2026-08-10,Phoenix|2026-08-10|high,2-3d,0.80-1.00,0.83,KXHIGHTPHX-26AUG09-B114.5,0.9738,validation,90-100%,2.048193,10.0,Phoenix|station_verified=True,v3.0,282,6F+
0.0,Phoenix,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Phoenix|2026-08-10|high,2-3d,<0.20,0.02,KXHIGHTPHX-26AUG09-T108,0.611539,validation,60-69%,-10.0,10.0,Phoenix|station_verified=True,v3.0,283,6F+
0.0,Seattle,range,20pp+,RESEARCH_ONLY,2026-08-10,Seattle|2026-08-10|high,2-3d,0.60-0.79,0.76,KXHIGHTSEA-26AUG09-B76.5,0.9657,validation,90-100%,-10.0,10.0,Seattle|station_verified=True,v3.0,284,6F+
1.0,Seattle,range,20pp+,RESEARCH_ONLY,2026-08-10,Seattle|2026-08-10|high,2-3d,0.60-0.79,0.69,KXHIGHTSEA-26AUG09-B78.5,0.9524,validation,90-100%,4.492754,10.0,Seattle|station_verified=True,v3.0,285,6F+
1.0,Seattle,range,10-19pp,RESEARCH_ONLY,2026-08-10,Seattle|2026-08-10|high,2-3d,0.60-0.79,0.79,KXHIGHTSEA-26AUG09-B80.5,0.9409,validation,90-100%,2.658228,10.0,Seattle|station_verified=True,v3.0,286,6F+
0.0,Seattle,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Seattle|2026-08-10|high,2-3d,<0.20,0.03,KXHIGHTSEA-26AUG09-T83,0.526576,validation,50-59%,-10.0,10.0,Seattle|station_verified=True,v3.0,287,6F+
1.0,San Francisco,range,10-19pp,RESEARCH_ONLY,2026-08-10,San Francisco|2026-08-10|high,2-3d,0.80-1.00,0.85,KXHIGHTSFO-26AUG09-B76.5,0.9517,validation,90-100%,1.764706,10.0,San Francisco|station_verified=True,v3.0,288,6F+
1.0,San Francisco,range,20pp+,RESEARCH_ONLY,2026-08-10,San Francisco|2026-08-10|high,2-3d,0.60-0.79,0.76,KXHIGHTSFO-26AUG09-B78.5,0.965,validation,90-100%,3.157895,10.0,San Francisco|station_verified=True,v3.0,289,6F+
1.0,San Francisco,range,10-19pp,RESEARCH_ONLY,2026-08-10,San Francisco|2026-08-10|high,2-3d,0.60-0.79,0.78,KXHIGHTSFO-26AUG09-B80.5,0.9773,validation,90-100%,2.820513,10.0,San Francisco|station_verified=True,v3.0,290,6F+
1.0,San Francisco,threshold,20pp+,RESEARCH_ONLY,2026-08-10,San Francisco|2026-08-10|high,2-3d,<0.20,0.15,KXHIGHTSFO-26AUG09-T76,0.76321,validation,70-79%,56.666667,10.0,San Francisco|station_verified=True,v3.0,291,6F+
1.0,Boston,range,10-19pp,RESEARCH_ONLY,2026-08-10,Boston|2026-08-10|low,2-3d,0.60-0.79,0.78,KXLOWTBOS-26AUG09-B71.5,0.9524,development,90-100%,2.820513,10.0,Boston|station_verified=True,v3.0,292,6F+
0.0,Boston,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Boston|2026-08-10|low,2-3d,<0.20,0.02,KXLOWTBOS-26AUG09-T65,0.394863,development,30-39%,-10.0,10.0,Boston|station_verified=True,v3.0,293,6F+
0.0,Boston,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Boston|2026-08-10|low,2-3d,0.20-0.39,0.32,KXLOWTBOS-26AUG09-T72,0.8159,development,80-89%,-10.0,10.0,Boston|station_verified=True,v3.0,294,6F+
1.0,Chicago,range,20pp+,RESEARCH_ONLY,2026-08-10,Chicago|2026-08-10|low,2-3d,0.60-0.79,0.67,KXLOWTCHI-26AUG09-B65.5,0.9429,development,90-100%,4.925373,10.0,Chicago|station_verified=True,v3.0,295,6F+
0.0,Chicago,range,20pp+,RESEARCH_ONLY,2026-08-10,Chicago|2026-08-10|low,2-3d,0.60-0.79,0.61,KXLOWTCHI-26AUG09-B67.5,0.9351,development,90-100%,-10.0,10.0,Chicago|station_verified=True,v3.0,296,6F+
0.0,Chicago,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Chicago|2026-08-10|low,2-3d,<0.20,0.17,KXLOWTCHI-26AUG09-T68,0.553035,development,50-59%,-10.0,10.0,Chicago|station_verified=True,v3.0,297,6F+
0.0,Dallas,range,20pp+,RESEARCH_ONLY,2026-08-10,Dallas|2026-08-10|low,2-3d,0.60-0.79,0.67,KXLOWTDAL-26AUG09-B78.5,0.9395,development,90-100%,-10.0,10.0,Dallas|station_verified=True,v3.0,298,6F+
1.0,Dallas,range,20pp+,RESEARCH_ONLY,2026-08-10,Dallas|2026-08-10|low,2-3d,0.60-0.79,0.62,KXLOWTDAL-26AUG09-B80.5,0.9339,development,90-100%,6.129032,10.0,Dallas|station_verified=True,v3.0,299,6F+
0.0,Dallas,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Dallas|2026-08-10|low,2-3d,<0.20,0.11,KXLOWTDAL-26AUG09-T81,0.506649,development,50-59%,-10.0,10.0,Dallas|station_verified=True,v3.0,300,6F+
1.0,Denver,range,20pp+,RESEARCH_ONLY,2026-08-10,Denver|2026-08-10|low,2-3d,0.60-0.79,0.72,KXLOWTDEN-26AUG09-B65.5,0.9414,development,90-100%,3.888889,10.0,Denver|station_verified=True,v3.0,301,6F+
1.0,Denver,range,20pp+,RESEARCH_ONLY,2026-08-10,Denver|2026-08-10|low,2-3d,0.60-0.79,0.67,KXLOWTDEN-26AUG09-B67.5,0.9345,development,90-100%,4.925373,10.0,Denver|station_verified=True,v3.0,302,6F+
0.0,Denver,threshold,10-19pp,RESEARCH_ONLY,2026-08-10,Denver|2026-08-10|low,2-3d,<0.20,0.04,KXLOWTDEN-26AUG09-T63,0.179659,development,10-19%,-10.0,10.0,Denver|station_verified=True,v3.0,303,6F+
0.0,Denver,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Denver|2026-08-10|low,2-3d,<0.20,0.06,KXLOWTDEN-26AUG09-T70,0.401294,development,40-49%,-10.0,10.0,Denver|station_verified=True,v3.0,304,6F+
1.0,Houston,range,10-19pp,RESEARCH_ONLY,2026-08-10,Houston|2026-08-10|low,2-3d,0.60-0.79,0.79,KXLOWTHOU-26AUG09-B76.5,0.9379,development,90-100%,2.658228,10.0,Houston|station_verified=True,v3.0,305,6F+
0.0,Houston,range,20pp+,RESEARCH_ONLY,2026-08-10,Houston|2026-08-10|low,2-3d,0.40-0.59,0.47,KXLOWTHOU-26AUG09-B78.5,0.9336,development,90-100%,-10.0,10.0,Houston|station_verified=True,v3.0,306,6F+
0.0,Houston,threshold,10-19pp,RESEARCH_ONLY,2026-08-10,Houston|2026-08-10|low,2-3d,<0.20,0.01,KXLOWTHOU-26AUG09-T72,0.132068,development,10-19%,-10.0,10.0,Houston|station_verified=True,v3.0,307,6F+
0.0,Houston,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Houston|2026-08-10|low,2-3d,<0.20,0.19,KXLOWTHOU-26AUG09-T79,0.480061,development,40-49%,-10.0,10.0,Houston|station_verified=True,v3.0,308,6F+
0.0,Los Angeles,threshold,20pp+,RESEARCH_ONLY,2026-08-09,Los Angeles|2026-08-09|low,0-1d,<0.20,0.01,KXLOWTLAX-26AUG08-T68,0.326355,development,30-39%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,309,6F+
1.0,Los Angeles,range,10-19pp,RESEARCH_ONLY,2026-08-10,Los Angeles|2026-08-10|low,2-3d,0.80-1.00,0.83,KXLOWTLAX-26AUG09-B66.5,0.934,development,90-100%,2.048193,10.0,Los Angeles|station_verified=True,v3.0,310,6F+
0.0,Los Angeles,range,20pp+,RESEARCH_ONLY,2026-08-10,Los Angeles|2026-08-10|low,2-3d,0.20-0.39,0.36,KXLOWTLAX-26AUG09-B68.5,0.94,development,90-100%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,311,6F+
0.0,Los Angeles,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Los Angeles|2026-08-10|low,2-3d,<0.20,0.02,KXLOWTLAX-26AUG09-T62,0.263258,development,20-29%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,312,6F+
0.0,Los Angeles,threshold,10-19pp,RESEARCH_ONLY,2026-08-10,Los Angeles|2026-08-10|low,2-3d,<0.20,0.12,KXLOWTLAX-26AUG09-T69,0.296901,development,20-29%,-10.0,10.0,Los Angeles|station_verified=True,v3.0,313,6F+
1.0,Miami,range,20pp+,RESEARCH_ONLY,2026-08-10,Miami|2026-08-10|low,2-3d,0.60-0.79,0.72,KXLOWTMIA-26AUG09-B78.5,0.9336,validation,90-100%,3.888889,10.0,Miami|station_verified=True,v3.0,314,6F+
1.0,Miami,range,20pp+,RESEARCH_ONLY,2026-08-10,Miami|2026-08-10|low,2-3d,0.60-0.79,0.64,KXLOWTMIA-26AUG09-B80.5,0.9375,validation,90-100%,5.625,10.0,Miami|station_verified=True,v3.0,315,6F+
0.0,Miami,threshold,20pp+,RESEARCH_ONLY,2026-08-10,Miami|2026-08-10|low,2-3d,<0.20,0.05,KXLOWTMIA-26AUG09-T76,0.344578,validation,30-39%,-10.0,10.0,Miami|station_verified=True,v3.0,316,6F+
0.0,Miami,threshold,10-19pp,RESEARCH_ONLY,2026-08-10,Miami|2026-08-10|low,2-3d,<0.20,0.07,KXLOWTMIA-26AUG09-T83,0.22164,validation,20-29%,-10.0,10.0,Miami|station_verified=True,v3.0,317,6F+
